,0
533,4
534,3
535,2
536,1
537,0
538,7
539,1
540,4
541,2
542,1
543,0
544,2
545,3
546,3
547,2
548,2
549,3
550,1
551,5
552,1
553,1
554,4
555,1
556,3
557,3
558,3
559,1
560,7
561,3
562,1
563,3
564,3
565,2
566,3
567,3
568,1
569,3
570,4
571,4
572,1
573,3
574,4
575,5
576,0
577,3
578,2
579,1
580,0
581,3
582,2
583,4
584,1
585,3
586,2
587,3
588,0
589,1
590,4
591,2
592,0
593,0
594,1
595,1
596,2
597,0
598,1
599,1
600,2
601,3
602,1
603,4
604,3
605,5
606,1
607,2
608,1
609,0
610,2
611,1
612,1
613,2
614,2
615,1
616,0
617,1
618,0
619,0
620,2
621,1
622,1
623,0
624,0
625,1
626,0
627,0
628,1
629,1
630,0
631,1
632,0
633,0
634,0
635,1
636,0
637,1
638,0
639,0
640,0
641,0
642,0
643,0
644,1
645,1
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
